来源库,题名,作者,单位,文献来源,摘要,发表时间,年份,DOI,基金,全文链接,语言,来源文件,citing_paper,cited_paper,cited_title
外文期刊,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM,Fazli khuda;Gan Zengkang;Razaz Waheeb Attar;Tariq Hussain;Khalid Zaman;Chen Wei;Majad Mansoor;Rahat Ullah;Salman Khan,Institute of Intelligent Manufacturing Technology;Shenzhen Polytechnic University;Shenzhen;Guangdong;China;Abasyn University Peshawar;Peshawar;KPK;Pakistan;Department of Management; College of Business Administration;Princess Nourah bint Abdulrahman University;Riyadh;Saudi Arabia;School of Computer Science and Technology;Zhejiang Gongshang University;Hangzhou;China;Shenzhen Institute of Advanced Technology;Chinese Academy of Sciences;Shenzhen;China;Department of Electrical Engineering;Federal Urdu University of Arts; Science; and Technology;Islamabad;Pakistan;School of Energy and Electrical Engineering;Changan University;Xian;Shaanxi;China,IET Renewable Power Generation,,2025/12/12,2025,10.1049/RPG2.70162,Princess Nourah bint Abdulrahman University Researchers Supporting Project(PNURSP2025R343);Key Area Special Project of Guangdong Provincial Department of Education(6022210111K);Post‐doctoral Foundation Project of Shenzhen Polytechnic University(6024331021K);Department of Education of Guangdong Province(2024GCZX014),,english,CNKI-20260327180524663.csv,10.1049/RPG2.70162,基于云计算的电力系统短期负荷预测研究,基于云计算的电力系统短期负荷预测研究
外文期刊,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM,Fazli khuda;Gan Zengkang;Razaz Waheeb Attar;Tariq Hussain;Khalid Zaman;Chen Wei;Majad Mansoor;Rahat Ullah;Salman Khan,Institute of Intelligent Manufacturing Technology;Shenzhen Polytechnic University;Shenzhen;Guangdong;China;Abasyn University Peshawar;Peshawar;KPK;Pakistan;Department of Management; College of Business Administration;Princess Nourah bint Abdulrahman University;Riyadh;Saudi Arabia;School of Computer Science and Technology;Zhejiang Gongshang University;Hangzhou;China;Shenzhen Institute of Advanced Technology;Chinese Academy of Sciences;Shenzhen;China;Department of Electrical Engineering;Federal Urdu University of Arts; Science; and Technology;Islamabad;Pakistan;School of Energy and Electrical Engineering;Changan University;Xian;Shaanxi;China,IET Renewable Power Generation,,2025/12/12,2025,10.1049/RPG2.70162,Princess Nourah bint Abdulrahman University Researchers Supporting Project(PNURSP2025R343);Key Area Special Project of Guangdong Provincial Department of Education(6022210111K);Post‐doctoral Foundation Project of Shenzhen Polytechnic University(6024331021K);Department of Education of Guangdong Province(2024GCZX014),,english,CNKI-20260327180524663.csv,10.1049/RPG2.70162,融合VMD-MPC算法的多微电网能量调度技术优化,融合VMD-MPC算法的多微电网能量调度技术优化
外文期刊,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM,Fazli khuda;Gan Zengkang;Razaz Waheeb Attar;Tariq Hussain;Khalid Zaman;Chen Wei;Majad Mansoor;Rahat Ullah;Salman Khan,Institute of Intelligent Manufacturing Technology;Shenzhen Polytechnic University;Shenzhen;Guangdong;China;Abasyn University Peshawar;Peshawar;KPK;Pakistan;Department of Management; College of Business Administration;Princess Nourah bint Abdulrahman University;Riyadh;Saudi Arabia;School of Computer Science and Technology;Zhejiang Gongshang University;Hangzhou;China;Shenzhen Institute of Advanced Technology;Chinese Academy of Sciences;Shenzhen;China;Department of Electrical Engineering;Federal Urdu University of Arts; Science; and Technology;Islamabad;Pakistan;School of Energy and Electrical Engineering;Changan University;Xian;Shaanxi;China,IET Renewable Power Generation,"In this study, an innovative approach with enhanced recursive feature clustering for load forecasting in smart solar microgrids by integrating density‐based spatial clustering (DBSCAN) and radial basis function neural networks (RBFNN) encoder is proposed. Our methodology is based upon novel density‐based clustering with feature recursive forwarding RBFNN‐LSTM for high‐accuracy micro‐ and macro‐feature learning in temporal data. DBSRad‐LSTM performance is evaluated using three distinct datasets: Panama electricity consumption, Italy solar electric load, and a custom dataset tailored for smart grid applications. Through rigorous comparative analysis, our DBSRad‐LSTM model outperformed traditional machine learning models such as gated recurrent unit (GRU), long short‐term memory (LSTM), and convolutional neural networks (CNN) across several metrics. Specifically, DBSRad‐LSTM demonstrated superior performance in terms of accuracy, thereby contributing enhanced load forecasting capabilities. The proposed model int...",2025/12/12,2025,10.1049/RPG2.70162,Princess Nourah bint Abdulrahman University Researchers Supporting Project(PNURSP2025R343);Key Area Special Project of Guangdong Provincial Department of Education(6022210111K);Post‐doctoral Foundation Project of Shenzhen Polytechnic University(6024331021K);Department of Education of Guangdong Province(2024GCZX014),,english,raw_data(CNKI).csv,10.1049/RPG2.70162,10.27047/d.cnki.ggudu.2024.003176,基于混合储能系统微电网模型的容量配置及实时优化调度研究
外文期刊,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM,Fazli khuda;Gan Zengkang;Razaz Waheeb Attar;Tariq Hussain;Khalid Zaman;Chen Wei;Majad Mansoor;Rahat Ullah;Salman Khan,Institute of Intelligent Manufacturing Technology;Shenzhen Polytechnic University;Shenzhen;Guangdong;China;Abasyn University Peshawar;Peshawar;KPK;Pakistan;Department of Management; College of Business Administration;Princess Nourah bint Abdulrahman University;Riyadh;Saudi Arabia;School of Computer Science and Technology;Zhejiang Gongshang University;Hangzhou;China;Shenzhen Institute of Advanced Technology;Chinese Academy of Sciences;Shenzhen;China;Department of Electrical Engineering;Federal Urdu University of Arts; Science; and Technology;Islamabad;Pakistan;School of Energy and Electrical Engineering;Changan University;Xian;Shaanxi;China,IET Renewable Power Generation,"In this study, an innovative approach with enhanced recursive feature clustering for load forecasting in smart solar microgrids by integrating density‐based spatial clustering (DBSCAN) and radial basis function neural networks (RBFNN) encoder is proposed. Our methodology is based upon novel density‐based clustering with feature recursive forwarding RBFNN‐LSTM for high‐accuracy micro‐ and macro‐feature learning in temporal data. DBSRad‐LSTM performance is evaluated using three distinct datasets: Panama electricity consumption, Italy solar electric load, and a custom dataset tailored for smart grid applications. Through rigorous comparative analysis, our DBSRad‐LSTM model outperformed traditional machine learning models such as gated recurrent unit (GRU), long short‐term memory (LSTM), and convolutional neural networks (CNN) across several metrics. Specifically, DBSRad‐LSTM demonstrated superior performance in terms of accuracy, thereby contributing enhanced load forecasting capabilities. The proposed model int...",2025/12/12,2025,10.1049/RPG2.70162,Princess Nourah bint Abdulrahman University Researchers Supporting Project(PNURSP2025R343);Key Area Special Project of Guangdong Provincial Department of Education(6022210111K);Post‐doctoral Foundation Project of Shenzhen Polytechnic University(6024331021K);Department of Education of Guangdong Province(2024GCZX014),,english,raw_data(CNKI).csv,10.1049/RPG2.70162,融合VMD-MPC算法的多微电网能量调度技术优化,融合VMD-MPC算法的多微电网能量调度技术优化
外文期刊,Demand response for efficient power generation in smart grids using hyper–local weather prediction,Faraz Shaikh;Hasan Ali Khattak;Hasan Sohaib Alavi;Haleem Farman;Moustafa M. Nasralla,School of Electrical Engineering and Computer Science (SEECS); National University of Sciences and Technology (NUST); Islamabad; Pakistan;Department of Engineering; University of Perugia; Perugia; Umbria; Italy;School of Computer; Data & Mathematical Sciences; Western Sydney University; Sydney; NSW; Australia;Beyond Engineering NL BV; Harderwijk Gelderland; Netherlands;Smart Systems Engineering Lab; Communications and Networks Engineering Department; College of Engineering; Prince Sultan University; Riyadh; Saudi Arabia,Cogent Engineering,,2025/12/31,2025,10.1080/23311916.2025.2555341,"This article is derived from a research grant funded by the Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia-with grant number (13292-psu-2023-PSNU-R-3-1-EF-).;Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia(13292-psu-2023-PSNU-R-3-1-EF-)",,english,CNKI-20260327180524663.csv,10.1080/23311916.2025.2555341,10.27763/d.cnki.gahgc.2024.000190,基于多目标优化算法的电力系统优化调度研究
外文期刊,Demand response for efficient power generation in smart grids using hyper–local weather prediction,Faraz Shaikh;Hasan Ali Khattak;Hasan Sohaib Alavi;Haleem Farman;Moustafa M. Nasralla,School of Electrical Engineering and Computer Science (SEECS); National University of Sciences and Technology (NUST); Islamabad; Pakistan;Department of Engineering; University of Perugia; Perugia; Umbria; Italy;School of Computer; Data & Mathematical Sciences; Western Sydney University; Sydney; NSW; Australia;Beyond Engineering NL BV; Harderwijk Gelderland; Netherlands;Smart Systems Engineering Lab; Communications and Networks Engineering Department; College of Engineering; Prince Sultan University; Riyadh; Saudi Arabia,Cogent Engineering,,2025/12/31,2025,10.1080/23311916.2025.2555341,"This article is derived from a research grant funded by the Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia-with grant number (13292-psu-2023-PSNU-R-3-1-EF-).;Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia(13292-psu-2023-PSNU-R-3-1-EF-)",,english,CNKI-20260327180524663.csv,10.1080/23311916.2025.2555341,基于火用损能效评估的多能耦合微电网双层协同优化方法,基于火用损能效评估的多能耦合微电网双层协同优化方法
外文期刊,Demand response for efficient power generation in smart grids using hyper–local weather prediction,Faraz Shaikh;Hasan Ali Khattak;Hasan Sohaib Alavi;Haleem Farman;Moustafa M. Nasralla,School of Electrical Engineering and Computer Science (SEECS); National University of Sciences and Technology (NUST); Islamabad; Pakistan;Department of Engineering; University of Perugia; Perugia; Umbria; Italy;School of Computer; Data & Mathematical Sciences; Western Sydney University; Sydney; NSW; Australia;Beyond Engineering NL BV; Harderwijk Gelderland; Netherlands;Smart Systems Engineering Lab; Communications and Networks Engineering Department; College of Engineering; Prince Sultan University; Riyadh; Saudi Arabia,Cogent Engineering,,2025/12/31,2025,10.1080/23311916.2025.2555341,"This article is derived from a research grant funded by the Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia-with grant number (13292-psu-2023-PSNU-R-3-1-EF-).;Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia(13292-psu-2023-PSNU-R-3-1-EF-)",,english,CNKI-20260327180524663.csv,10.1080/23311916.2025.2555341,基于大数据分析的电力调度自动化负荷预测模型研究,基于大数据分析的电力调度自动化负荷预测模型研究
外文期刊,Demand response for efficient power generation in smart grids using hyper–local weather prediction,Faraz Shaikh;Hasan Ali Khattak;Hasan Sohaib Alavi;Haleem Farman;Moustafa M. Nasralla,School of Electrical Engineering and Computer Science (SEECS); National University of Sciences and Technology (NUST); Islamabad; Pakistan;Department of Engineering; University of Perugia; Perugia; Umbria; Italy;School of Computer; Data & Mathematical Sciences; Western Sydney University; Sydney; NSW; Australia;Beyond Engineering NL BV; Harderwijk Gelderland; Netherlands;Smart Systems Engineering Lab; Communications and Networks Engineering Department; College of Engineering; Prince Sultan University; Riyadh; Saudi Arabia,Cogent Engineering,"Optimizing power generation is crucial in the evolving smart grid and urban ecosystem landscape. Efficient energy use is vital in today’s tech-driven world, with smart grids leading the way in managing energy consumption and distribution. Given the link between climate and energy use, integrating weather data is now essential. This research presents a method combining demand response in smart grids with hyperlocal weather predictions using machine learning to enhance power generation forecasts. Five models—SARIMAX, Prophet, XGBoost, LSTM, and Holt–Winters are trained on the smart grid and weather data, including precipitation, humidity, temperature, and cloud cover. Extensive feature engineering, such as lag terms and cyclic encoding, improved accuracy. SARIMAX outperformed others with an MAE of 3.54 and an R-squared of 0.97, while the hybrid model, combining SARIMAX, Prophet, and Holt–Winters, achieved an R-squared of 0.96. The hybrid model’s dynamic recalibration improved accuracy with new data. A real-time...",2025/12/31,2025,10.1080/23311916.2025.2555341,"This article is derived from a research grant funded by the Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia-with grant number (13292-psu-2023-PSNU-R-3-1-EF-).;Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia(13292-psu-2023-PSNU-R-3-1-EF-)",,english,raw_data(CNKI).csv,10.1080/23311916.2025.2555341,10.3390/EN19010061,Measuring Peak Shaving Efficiency of an Energy Storage Device Under Load Uncertainty with Machine Learning-Based Forecasting Techniques
外文期刊,Demand response for efficient power generation in smart grids using hyper–local weather prediction,Faraz Shaikh;Hasan Ali Khattak;Hasan Sohaib Alavi;Haleem Farman;Moustafa M. Nasralla,School of Electrical Engineering and Computer Science (SEECS); National University of Sciences and Technology (NUST); Islamabad; Pakistan;Department of Engineering; University of Perugia; Perugia; Umbria; Italy;School of Computer; Data & Mathematical Sciences; Western Sydney University; Sydney; NSW; Australia;Beyond Engineering NL BV; Harderwijk Gelderland; Netherlands;Smart Systems Engineering Lab; Communications and Networks Engineering Department; College of Engineering; Prince Sultan University; Riyadh; Saudi Arabia,Cogent Engineering,"Optimizing power generation is crucial in the evolving smart grid and urban ecosystem landscape. Efficient energy use is vital in today’s tech-driven world, with smart grids leading the way in managing energy consumption and distribution. Given the link between climate and energy use, integrating weather data is now essential. This research presents a method combining demand response in smart grids with hyperlocal weather predictions using machine learning to enhance power generation forecasts. Five models—SARIMAX, Prophet, XGBoost, LSTM, and Holt–Winters are trained on the smart grid and weather data, including precipitation, humidity, temperature, and cloud cover. Extensive feature engineering, such as lag terms and cyclic encoding, improved accuracy. SARIMAX outperformed others with an MAE of 3.54 and an R-squared of 0.97, while the hybrid model, combining SARIMAX, Prophet, and Holt–Winters, achieved an R-squared of 0.96. The hybrid model’s dynamic recalibration improved accuracy with new data. A real-time...",2025/12/31,2025,10.1080/23311916.2025.2555341,"This article is derived from a research grant funded by the Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia-with grant number (13292-psu-2023-PSNU-R-3-1-EF-).;Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia(13292-psu-2023-PSNU-R-3-1-EF-)",,english,raw_data(CNKI).csv,10.1080/23311916.2025.2555341,一种双阶段电力数据异常分析模型,一种双阶段电力数据异常分析模型
外文期刊,Demand response for efficient power generation in smart grids using hyper–local weather prediction,Faraz Shaikh;Hasan Ali Khattak;Hasan Sohaib Alavi;Haleem Farman;Moustafa M. Nasralla,School of Electrical Engineering and Computer Science (SEECS); National University of Sciences and Technology (NUST); Islamabad; Pakistan;Department of Engineering; University of Perugia; Perugia; Umbria; Italy;School of Computer; Data & Mathematical Sciences; Western Sydney University; Sydney; NSW; Australia;Beyond Engineering NL BV; Harderwijk Gelderland; Netherlands;Smart Systems Engineering Lab; Communications and Networks Engineering Department; College of Engineering; Prince Sultan University; Riyadh; Saudi Arabia,Cogent Engineering,"Optimizing power generation is crucial in the evolving smart grid and urban ecosystem landscape. Efficient energy use is vital in today’s tech-driven world, with smart grids leading the way in managing energy consumption and distribution. Given the link between climate and energy use, integrating weather data is now essential. This research presents a method combining demand response in smart grids with hyperlocal weather predictions using machine learning to enhance power generation forecasts. Five models—SARIMAX, Prophet, XGBoost, LSTM, and Holt–Winters are trained on the smart grid and weather data, including precipitation, humidity, temperature, and cloud cover. Extensive feature engineering, such as lag terms and cyclic encoding, improved accuracy. SARIMAX outperformed others with an MAE of 3.54 and an R-squared of 0.97, while the hybrid model, combining SARIMAX, Prophet, and Holt–Winters, achieved an R-squared of 0.96. The hybrid model’s dynamic recalibration improved accuracy with new data. A real-time...",2025/12/31,2025,10.1080/23311916.2025.2555341,"This article is derived from a research grant funded by the Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia-with grant number (13292-psu-2023-PSNU-R-3-1-EF-).;Research, Development, and Innovation Authority (RDIA)-Kingdom of Saudi Arabia(13292-psu-2023-PSNU-R-3-1-EF-)",,english,raw_data(CNKI).csv,10.1080/23311916.2025.2555341,10.27047/d.cnki.ggudu.2024.003176,基于混合储能系统微电网模型的容量配置及实时优化调度研究
